;page;depth;xmin;ymin;xmax;ymax;type;text;id
72;11;5;433.126;549.862;543.672;569.862;LTTextBoxHorizontal;"2. Des organisations centrées 
sur l’océan Indien ";11-15-0-0-0-5
73;11;5;459.046;525.714;542.886;542.21;LTTextBoxHorizontal;"IORA (Association des États 
riverains de l’océan Indien) ";11-15-0-0-0-4
74;11;5;459.046;511.978;549.694;519.978;LTTextLineHorizontal;;11-15-0-0-0-3
75;11;6;459.046;511.978;549.694;519.978;LTTextBoxHorizontal;Commission de l’océan Indien ;11-15-0-0-0-3-0
76;11;5;459.046;489.746;537.07;506.242;LTTextBoxHorizontal;"Forum économique 
des îles de l’océan Indien ";11-15-0-0-0-2
77;11;5;433.126;457.455;523.927;477.455;LTTextBoxHorizontal;"3. Puissances régionales 
« périphériques » ";11-15-0-0-0-1
78;11;5;459.046;443.274;527.766;451.274;LTTextLineHorizontal;;11-15-0-0-0-0
79;11;6;459.046;443.274;527.766;451.274;LTTextBoxHorizontal;Chine, Australie et Iran ;11-15-0-0-0-0-0
80;11;1;96.969;729.848;645.715;939.052;LTCurve;"
      ";11-14
81;11;2;575.535;771.509;597.693;780.354;LTTextLineHorizontal;;11-14-4
82;11;3;575.535;771.509;597.693;780.354;LTTextBoxHorizontal;THÈME ;11-14-4-0
83;11;2;602.205;771.651;606.132;780.496;LTTextLineHorizontal;;11-14-3
84;11;3;602.205;771.651;606.132;780.496;LTTextBoxHorizontal;1 ;11-14-3-0
85;11;2;589.15;750.453;597.329;759.453;LTTextLineHorizontal;;11-14-2
86;11;3;589.15;750.453;597.329;759.453;LTTextBoxHorizontal;SE ;11-14-2-0
87;11;2;578.855;743.453;605.265;752.453;LTTextLineHorizontal;;11-14-1
88;11;3;578.855;743.453;605.265;752.453;LTTextBoxHorizontal;PRÉPARER ;11-14-1-0
89;11;2;509.543;736.366;564.921;754.677;LTCurve;"
        ";11-14-0
90;11;3;520.35;738.927;558.846;753.927;LTTextBoxHorizontal;"Carte 
interactive ";11-14-0-0
91;11;1;333.584;48.442;537.64;56.586;LTTextLineHorizontal;;11-13
92;11;2;333.584;48.442;537.64;56.586;LTTextBoxHorizontal;CHAPITRE 1 Mers et océans : au cœur de la mondialisation ;11-13-0
93;11;1;63.953;367.591;321.041;398.772;LTCurve;"
      ";11-12
94;11;2;71.04;373.685;297.984;392.541;LTTextBoxHorizontal;"◗◗ Nouvelles « routes de la Soie » maritimes : voies maritimes 
développées par les autorités chinoises au XXIe siècle. ";11-12-0
95;11;1;338.345;65.747;571.145;401.027;LTRect;"
      ";11-11
96;11;2;339.717;182.324;353.378;199.088;LTTextLineHorizontal;;11-11-1
97;11;3;339.717;182.324;353.378;199.088;LTTextBoxHorizontal;o u ;11-11-1-0
98;11;2;344.569;72.091;564.921;394.803;LTCurve;"
        ";11-11-0
99;11;3;369.017;372.937;417.887;382.937;LTTextLineHorizontal;;11-11-0-8
100;11;4;369.017;372.937;417.887;382.937;LTTextBoxHorizontal;Itinéraire 1 ;11-11-0-8-0
101;11;3;365.512;319.593;552.554;365.9;LTTextBoxHorizontal;"Répondre aux questions 
5 Citez les puissances rivales dans l’océan Indien 
et expliquez les tensions qui s’y développent. 
doc. 6 à 8 ";11-11-0-7
102;11;3;369.104;294.757;553.803;314.882;LTTextBoxHorizontal;"6 Décrivez comment l’Inde et la Chine affirment 
leur puissance dans l’océan Indien. doc. 6 à 8 ";11-11-0-6
103;11;3;369.104;280.922;542.873;290.047;LTTextLineHorizontal;;11-11-0-5
104;11;4;369.104;280.922;542.873;290.047;LTTextBoxHorizontal;7 Relevez et décrivez les différentes formes de ;11-11-0-5-0
105;11;3;365.512;238.418;522.659;262.726;LTTextBoxHorizontal;"Synthétiser 
8 À l’aide de vos réponses aux questions ";11-11-0-4
106;11;3;381.1;205.421;550.82;235.919;LTTextBoxHorizontal;"précédentes, montrez et analysez les formes 
de rivalité et de coopération dans l’océan 
Indien. doc. 6 à 10 ";11-11-0-3
107;11;3;369.017;176.818;417.887;186.818;LTTextLineHorizontal;;11-11-0-2
108;11;4;369.017;176.818;417.887;186.818;LTTextBoxHorizontal;Itinéraire 2 ;11-11-0-2-0
109;11;3;365.265;112.318;489.756;170.625;LTTextBoxHorizontal;"Utiliser un tableau 
pour un exposé oral (2/2) 
• À l’aide des documents 6 à 10, 
complétez et achevez le tableau 
commencé p. 41. ";11-11-0-1
110;11;3;365.265;87.481;478.604;106.98;LTTextBoxHorizontal;"• Puis utilisez-le pour préparer 
le texte d’un exposé oral. ";11-11-0-0
111;11;1;338.345;401.027;909.49;466.774;LTFigure;;11-10
112;11;1;523.735;135.236;1128.11;206.152;LTFigure;"
      ";11-9
113;11;2;528.102;165.12;601.631;185.12;LTTextBoxHorizontal;"Croquis 
de l’étude de cas ";11-9-0
114;11;1;523.735;135.236;1127.891;206.327;LTFigure;;11-8
115;11;1;570.893;201.944;1169.282;373.675;LTFigure;;11-7
116;11;1;546.186;133.267;1118.246;247.137;LTFigure;;11-6
117;11;1;576.833;134.835;1165.251;257.919;LTFigure;;11-5
118;11;1;534.493;116.648;1083.271;221.26;LTFigure;;11-4
119;11;1;492.22;142.954;998.202;274.767;LTFigure;;11-3
120;11;1;510.815;135.663;1035.393;260.185;LTFigure;;11-2
121;11;1;491.803;202.36;1090.608;306.555;LTFigure;;11-1
122;11;1;65.923;71.085;321.041;309.196;LTCurve;"
      ";11-0
123;11;2;183.649;232.934;266.939;254.934;LTTextBoxHorizontal;"Atalante, 
EU Navfor Somalie ";11-0-7
124;11;2;113.85;191.213;186.912;210.212;LTTextBoxHorizontal;"QG opérationnel : 
Northwood (R.-U.) ";11-0-6
125;11;2;113.85;138.545;180.513;167.544;LTTextBoxHorizontal;"Zone 
de surveillance : 
2 millions de km2 ";11-0-5
126;11;2;230.941;173.718;307.475;221.226;LTTextBoxHorizontal;"Pays : 
Allemagne, Belgique, 
Espagne, France, 
Grèce, Pays-Bas, 
Royaume-Uni, Suède ";11-0-4
127;11;2;230.941;116.339;310.648;167.544;LTTextBoxHorizontal;"Forces en présence : 
> 1 500 militaires 
> 8 navires 
> 2 avions 
 de reconnaissance ";11-0-3
128;11;2;113.85;79.802;295.01;119.201;LTTextBoxHorizontal;"Mission : 
protection des navires du Programme alimentaire 
mondial (PAM) et des navires vulnérables dans 
le golfe d’Aden et au large des côtes de Somalie ";11-0-2
129;11;2;81.514;266.974;305.449;297.857;LTCurve;"
        ";11-0-1
130;11;3;96.87;271.165;290.096;291.648;LTTextBoxHorizontal;"Mission européenne de lutte contre la piraterie 
dans les eaux de l’océan Indien ";11-0-1-0
131;11;2;136.259;222.653;177.502;263.898;LTCurve;"
        ";11-0-0
132;11;3;137.187;223.439;176.872;263.124;LTImage;"
          ";11-0-0-0
133;11;4;137.187;223.439;176.872;263.124;LTFigure;;11-0-0-0-0
