;page;depth;xmin;ymin;xmax;ymax;type;text;id
24;31;1;94.331;237.424;190.661;473.532;LTFigure;;31-99
25;31;1;99.731;229.243;201.133;457.424;LTFigure;;31-98
26;31;1;216.274;298.691;440.867;574.262;LTFigure;;31-97
27;31;1;220.2;294.239;443.25;583.836;LTFigure;;31-96
28;31;1;223.077;297.694;454.11;580.645;LTFigure;;31-95
29;31;1;200.921;267.083;403.987;531.722;LTFigure;;31-94
30;31;1;210.928;259.382;430.784;508.139;LTFigure;;31-93
31;31;1;208.816;246.836;423.273;492.135;LTFigure;;31-92
32;31;1;201.27;243.667;405.514;478.763;LTFigure;;31-91
33;31;1;211.87;261.139;428.258;519.083;LTFigure;;31-90
34;31;1;215.324;264.818;431.344;525.394;LTFigure;;31-89
35;31;1;217.44;267.263;442.504;521.809;LTFigure;;31-88
36;31;1;217.538;255.954;439.234;508.474;LTFigure;;31-87
37;31;1;221.244;259.689;451.11;514.161;LTFigure;;31-86
38;31;1;225.936;254.948;452.714;508.724;LTFigure;;31-85
39;31;1;228.352;261.31;464.518;516.037;LTFigure;;31-84
40;31;1;224.618;262.878;454.236;522.135;LTFigure;;31-83
41;31;1;229.172;263.001;463.764;523.855;LTFigure;;31-82
42;31;1;228.497;270.333;463.898;532.807;LTFigure;;31-81
43;31;1;235.709;261.97;479.924;520.048;LTFigure;;31-80
44;31;1;234.842;256.666;478.8;510.15;LTFigure;;31-79
45;31;1;235.096;250.964;473.135;496.835;LTFigure;;31-78
46;31;1;236.647;252.58;478.229;500.834;LTFigure;;31-77
47;31;1;237.96;253.912;477.451;504.664;LTFigure;;31-76
48;31;1;244.154;251.445;488.408;502.79;LTFigure;;31-75
49;31;1;243.642;254.412;488.573;505.723;LTFigure;;31-74
50;31;1;196.184;232.465;410.505;449.98;LTFigure;;31-73
51;31;1;221.978;237.809;451.893;463.144;LTFigure;;31-72
52;31;1;227.148;235.419;483.252;449.717;LTFigure;;31-71
53;31;1;254.66;228.139;523.179;447.954;LTFigure;"
      ";31-70
54;31;2;495.945;425.203;515.057;444.948;LTCurve;;31-70-0
55;31;1;258.496;245.43;520.062;482.247;LTFigure;;31-69
56;31;1;258.411;247.847;518.948;492.83;LTFigure;;31-68
57;31;1;257.676;254.513;522.75;498.486;LTFigure;;31-67
58;31;1;260.857;246.557;525.789;485.344;LTFigure;;31-66
59;31;1;282.324;217.355;577.261;417.398;LTFigure;;31-65
60;31;1;289.492;204.1;582.947;402.05;LTFigure;;31-64
61;31;1;284.033;190.265;576.183;378.808;LTFigure;;31-63
62;31;1;278.233;181.021;576.136;354.849;LTFigure;;31-62
63;31;1;289.489;174.36;585.26;340.254;LTFigure;;31-61
64;31;1;284.468;163.847;577.493;314.058;LTFigure;;31-60
65;31;1;291.296;153.217;587.27;299.269;LTFigure;;31-59
66;31;1;291.351;148.265;585.756;292.573;LTFigure;;31-58
67;31;1;286.802;140.034;577.531;275.792;LTFigure;;31-57
68;31;1;281.84;246.152;575.694;470.398;LTFigure;"
      ";31-56
69;31;2;507.723;424.607;558.849;442.918;LTCurve;"
        ";31-56-0
70;31;3;518.529;427.168;552.753;442.168;LTTextBoxHorizontal;"Exercice 
interactif ";31-56-0-0
71;31;1;283.363;250.75;574.187;495.078;LTFigure;;31-55
72;31;1;290.785;238.032;585.694;473.311;LTFigure;;31-54
73;31;1;264.501;251.829;541.105;496.693;LTFigure;;31-53
74;31;1;274.64;250.006;553.388;497.762;LTFigure;;31-52
75;31;1;276.493;251.65;553.086;503.2;LTFigure;;31-51
76;31;1;262.575;258.439;539.781;511.047;LTFigure;;31-50
77;31;1;258.153;263.572;527.035;524.185;LTFigure;;31-49
78;31;1;264.083;261.116;530.509;519.034;LTFigure;;31-48
79;31;1;273.874;272.496;570.184;532.479;LTFigure;;31-47
80;31;1;281.778;287.517;574.856;552.23;LTFigure;;31-46
81;31;1;287.466;289.224;592.227;553.149;LTFigure;;31-45
82;31;1;290.652;308.487;610.642;594.178;LTFigure;;31-44
83;31;1;311.907;297.765;633.552;584.979;LTFigure;;31-43
84;31;1;300.273;295.301;607.024;583.276;LTFigure;;31-42
85;31;1;306.892;303.503;616.512;600.591;LTFigure;;31-41
86;31;1;271.217;345.285;560.686;632.136;LTFigure;;31-40
87;31;1;262.246;362.849;544.441;703.918;LTFigure;;31-39
88;31;1;280.298;357.872;569.569;708.896;LTFigure;;31-38
89;31;1;291.782;354.922;586.346;706.868;LTFigure;;31-37
90;31;1;310.792;317.827;635.042;623.326;LTFigure;;31-36
91;31;1;319.576;309.419;655.188;613.395;LTFigure;;31-35
92;31;1;320.175;312.328;661.0;614.513;LTFigure;;31-34
93;31;1;333.119;310.14;671.646;609.858;LTFigure;;31-33
94;31;1;323.301;306.573;658.568;600.835;LTFigure;;31-32
95;31;1;345.101;293.217;691.866;583.976;LTFigure;;31-31
96;31;1;355.277;318.638;715.339;620.111;LTFigure;;31-30
97;31;1;373.836;350.511;760.334;694.21;LTFigure;;31-29
98;31;1;216.589;267.922;434.768;534.87;LTFigure;;31-28
99;31;1;229.911;280.547;462.945;556.609;LTFigure;;31-27
100;31;1;232.467;277.44;467.683;550.628;LTFigure;;31-26
101;31;1;228.45;273.696;462.828;543.608;LTFigure;;31-25
102;31;1;228.511;271.499;459.434;541.3;LTFigure;;31-24
103;31;1;234.07;275.601;475.445;541.963;LTFigure;;31-23
104;31;1;240.095;272.008;492.15;536.957;LTFigure;;31-22
105;31;1;253.367;312.896;528.758;587.379;LTFigure;;31-21
106;31;1;266.376;280.356;549.008;551.979;LTFigure;;31-20
107;31;1;266.741;299.492;551.373;574.131;LTFigure;;31-19
108;31;1;279.639;286.743;564.311;566.182;LTFigure;;31-18
109;31;1;280.961;287.424;564.514;571.906;LTFigure;;31-17
110;31;1;255.932;267.862;522.059;530.048;LTFigure;;31-16
111;31;1;261.462;264.205;527.38;525.976;LTFigure;;31-15
112;31;1;262.563;267.1;527.283;530.704;LTFigure;;31-14
113;31;1;225.806;256.248;455.264;509.275;LTFigure;;31-13
114;31;1;233.01;256.774;472.185;505.784;LTFigure;;31-12
115;31;1;236.109;252.478;475.652;500.559;LTFigure;;31-11
116;31;1;229.446;255.224;464.861;505.288;LTFigure;;31-10
117;31;1;226.465;256.217;460.764;506.792;LTFigure;;31-9
118;31;1;235.07;252.523;471.636;503.013;LTFigure;;31-8
119;31;1;236.077;252.636;473.938;503.945;LTFigure;;31-7
120;31;1;58.484;64.997;572.709;437.01;LTRect;"
      ";31-6
121;31;2;65.174;71.943;564.071;428.473;LTRect;"
        ";31-6-3
122;31;3;65.174;71.943;564.071;428.473;LTRect;"
          ";31-6-3-0
123;31;4;73.893;332.112;109.581;340.112;LTTextLineHorizontal;;31-6-3-0-46
124;31;5;73.893;332.112;109.581;340.112;LTTextBoxHorizontal;Los Angeles ;31-6-3-0-46-0
125;31;4;87.639;213.657;186.125;423.384;LTFigure;"
            ";31-6-3-0-45
126;31;5;108.7;294.263;131.804;311.263;LTTextBoxHorizontal;"ÉTATS- 
UNIS ";31-6-3-0-45-1
127;31;5;88.557;272.848;124.709;280.848;LTTextLineHorizontal;;31-6-3-0-45-0
128;31;6;88.557;272.848;124.709;280.848;LTTextBoxHorizontal;Washington ;31-6-3-0-45-0-0
129;31;4;96.792;201.58;224.568;340.847;LTFigure;"
            ";31-6-3-0-44
130;31;5;133.451;206.825;186.004;227.822;LTTextBoxHorizontal;"OCÉAN 
ATLANTIQUE ";31-6-3-0-44-1
131;31;5;181.743;242.343;212.804;253.01;LTCurve;"
              ";31-6-3-0-44-0
132;31;6;184.298;242.79;210.97;252.423;LTTextBoxHorizontal;"Paris 
FRANCE ";31-6-3-0-44-0-0
133;31;4;100.686;186.753;220.403;353.114;LTFigure;;31-6-3-0-43
134;31;4;98.879;178.448;200.187;354.974;LTFigure;;31-6-3-0-42
135;31;4;116.343;145.998;235.428;288.516;LTFigure;;31-6-3-0-41
136;31;4;109.294;167.443;236.879;318.692;LTFigure;;31-6-3-0-40
137;31;4;92.312;168.887;195.114;283.151;LTFigure;;31-6-3-0-39
138;31;4;112.716;211.681;238.013;417.508;LTFigure;"
            ";31-6-3-0-38
139;31;5;183.712;320.819;225.702;341.816;LTTextBoxHorizontal;"OCÉAN 
ARCTIQUE ";31-6-3-0-38-0
140;31;4;123.255;207.811;253.93;406.94;LTFigure;"
            ";31-6-3-0-37
141;31;5;224.013;276.971;247.877;284.971;LTTextLineHorizontal;Moscou ;31-6-3-0-37-1
142;31;5;215.844;244.911;250.788;272.327;LTTextBoxHorizontal;"Amsterdam 
Zurich 
Milan ";31-6-3-0-37-0
143;31;4;128.023;201.735;263.382;399.085;LTFigure;;31-6-3-0-36
144;31;4;132.1;197.859;269.263;392.483;LTFigure;;31-6-3-0-35
145;31;4;192.641;218.01;396.39;426.718;LTFigure;"
            ";31-6-3-0-34
146;31;5;291.308;364.998;315.266;376.471;LTTextBoxHorizontal;"Tokyo 
JAPON ";31-6-3-0-34-2
147;31;5;345.914;232.844;374.985;253.841;LTTextBoxHorizontal;"OCÉAN 
INDIEN ";31-6-3-0-34-1
148;31;5;200.66;218.844;353.09;374.65;LTCurve;"
              ";31-6-3-0-34-0
149;31;6;308.644;359.808;327.461;367.808;LTTextLineHorizontal;;31-6-3-0-34-0-7
150;31;7;308.644;359.808;327.461;367.808;LTTextBoxHorizontal;Osaka ;31-6-3-0-34-0-7-0
151;31;6;266.644;336.952;287.38;355.144;LTTextBoxHorizontal;"Séoul 
Beijing ";31-6-3-0-34-0-6
152;31;6;271.445;314.635;301.308;334.32;LTTextBoxHorizontal;Shanghai ;31-6-3-0-34-0-5
153;31;6;294.082;316.656;329.245;328.422;LTTextBoxHorizontal;"CHINE 
Hong-Kong ";31-6-3-0-34-0-4
154;31;6;297.362;271.054;313.81;279.054;LTTextLineHorizontal;;31-6-3-0-34-0-3
155;31;7;297.362;271.054;313.81;279.054;LTTextBoxHorizontal;INDE ;31-6-3-0-34-0-3-0
156;31;6;303.541;247.847;328.725;255.847;LTTextLineHorizontal;;31-6-3-0-34-0-2
157;31;7;303.541;247.847;328.725;255.847;LTTextBoxHorizontal;Mumbai ;31-6-3-0-34-0-2-0
158;31;6;275.204;232.847;292.981;240.847;LTTextLineHorizontal;;31-6-3-0-34-0-1
159;31;7;275.204;232.847;292.981;240.847;LTTextBoxHorizontal;Dubaï ;31-6-3-0-34-0-1-0
160;31;6;259.506;262.587;274.149;278.556;LTCurve;;31-6-3-0-34-0-0
161;31;4;203.088;216.155;427.889;404.621;LTFigure;;31-6-3-0-33
162;31;4;223.599;216.059;457.506;421.58;LTFigure;Sydney ;31-6-3-0-32
163;31;4;192.511;213.705;402.135;410.733;LTFigure;;31-6-3-0-31
164;31;4;193.211;197.301;389.898;392.221;LTFigure;;31-6-3-0-30
165;31;4;194.408;197.409;395.302;390.832;LTFigure;;31-6-3-0-29
166;31;4;196.369;194.455;394.198;386.392;LTFigure;;31-6-3-0-28
167;31;4;200.119;190.376;404.741;374.553;LTFigure;;31-6-3-0-27
168;31;4;204.141;187.993;414.573;368.983;LTFigure;;31-6-3-0-26
169;31;4;199.834;195.028;409.745;380.277;LTFigure;;31-6-3-0-25
170;31;4;212.086;198.378;437.659;386.491;LTFigure;;31-6-3-0-24
171;31;4;216.205;189.494;434.734;370.977;LTFigure;;31-6-3-0-23
172;31;4;221.548;191.35;446.554;374.098;LTFigure;;31-6-3-0-22
173;31;4;223.046;191.807;449.651;375.248;LTFigure;;31-6-3-0-21
174;31;4;225.83;195.623;453.755;379.847;LTFigure;;31-6-3-0-20
175;31;4;224.917;217.072;467.9;411.398;LTFigure;;31-6-3-0-19
176;31;4;254.769;222.352;537.64;414.433;LTFigure;;31-6-3-0-18
177;31;4;237.946;200.595;483.026;383.872;LTFigure;;31-6-3-0-17
178;31;4;240.847;199.458;492.848;379.207;LTFigure;;31-6-3-0-16
179;31;4;241.283;180.813;486.211;358.318;LTFigure;;31-6-3-0-15
180;31;4;246.639;181.741;498.005;351.196;LTFigure;;31-6-3-0-14
181;31;4;248.988;188.012;505.179;355.737;LTFigure;;31-6-3-0-13
182;31;4;255.54;193.66;526.01;381.184;LTFigure;;31-6-3-0-12
183;31;4;247.445;201.991;507.063;393.543;LTFigure;;31-6-3-0-11
184;31;4;249.989;169.907;502.475;336.55;LTFigure;;31-6-3-0-10
185;31;4;251.981;171.038;527.461;319.556;LTFigure;;31-6-3-0-9
186;31;4;275.854;192.494;556.048;378.526;LTFigure;;31-6-3-0-8
187;31;4;279.815;197.999;563.099;389.157;LTFigure;;31-6-3-0-7
188;31;4;275.98;187.231;555.436;370.381;LTFigure;;31-6-3-0-6
189;31;4;277.1;184.566;557.222;364.914;LTFigure;;31-6-3-0-5
190;31;4;272.291;175.713;555.701;340.366;LTFigure;;31-6-3-0-4
191;31;4;267.794;154.808;544.716;286.933;LTFigure;;31-6-3-0-3
192;31;4;273.728;141.798;547.556;283.496;LTFigure;;31-6-3-0-2
193;31;4;273.615;175.861;563.59;312.609;LTFigure;;31-6-3-0-1
194;31;4;176.787;127.175;398.845;231.133;LTFigure;;31-6-3-0-0
195;31;2;95.793;229.529;210.936;430.049;LTFigure;;31-6-2
196;31;2;282.807;218.314;568.575;432.577;LTFigure;;31-6-1
197;31;2;275.134;218.489;558.784;434.724;LTFigure;;31-6-0
198;31;1;341.928;226.132;722.536;421.58;LTFigure;;31-5
199;31;1;283.682;412.038;611.938;799.684;LTFigure;"
      ";31-4
200;31;2;441.38;497.033;564.687;752.151;LTCurve;"
        ";31-4-0
201;31;3;449.554;723.638;555.404;742.636;LTTextBoxHorizontal;"Les aires marines protégées 
(AMP) dans le monde ";31-4-0-8
202;31;3;449.554;711.739;510.432;719.148;LTTextLineHorizontal;;31-4-0-7
203;31;4;449.554;711.739;510.432;719.148;LTTextBoxHorizontal;En millions de km 2 ;31-4-0-7-0
204;31;3;449.884;688.158;539.66;706.036;LTTextBoxHorizontal;"Mer de Ross 
(Antarctique / International) ";31-4-0-6
205;31;3;449.884;636.635;550.917;668.237;LTTextBoxHorizontal;"Îles Cook 
(Îles Cook /Nouvelle-Zélande) 
1,9 ";31-4-0-5
206;31;3;449.884;612.441;554.766;630.319;LTTextBoxHorizontal;"Terres australes françaises 
(France) ";31-4-0-4
207;31;3;449.884;574.3;535.411;592.177;LTTextBoxHorizontal;"Papahanaumokuakea 
(Hawaï / États-Unis) ";31-4-0-3
208;31;3;449.884;536.158;548.3;554.036;LTTextBoxHorizontal;"Mer de Corail 
(Nouvelle-Calédonie /France) ";31-4-0-2
209;31;3;474.07;510.741;556.184;516.241;LTTextLineHorizontal;;31-4-0-1
210;31;4;474.07;510.741;556.184;516.241;LTTextBoxHorizontal;Source : UN Environment World ;31-4-0-1-0
211;31;3;454.863;504.141;556.184;509.641;LTTextLineHorizontal;;31-4-0-0
212;31;4;454.863;504.141;556.184;509.641;LTTextBoxHorizontal;Conservation Monitoring Centre, 2018. ;31-4-0-0-0
213;31;1;126.471;252.392;299.276;485.268;LTFigure;;31-3
214;31;1;69.446;359.544;185.226;699.572;LTFigure;;31-2
215;31;1;391.579;121.818;802.752;231.715;LTFigure;;31-1
216;31;1;333.584;48.442;537.64;56.586;LTTextLineHorizontal;;31-0
217;31;2;333.584;48.442;537.64;56.586;LTTextBoxHorizontal;CHAPITRE 1 Mers et océans : au cœur de la mondialisation ;31-0-0
