;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;23;0;0;0;653.622;852.047;LTPage;"
    ";23
1;23;1;77.362;687.254;359.72;741.256;LTTextBoxHorizontal;"Les ressources halieutiques 
marines dans le monde ";23-183
2;23;1;89.531;638.184;418.031;652.184;LTTextLineHorizontal;;23-182
3;23;2;89.531;638.184;418.031;652.184;LTTextBoxHorizontal;1 Pêche marine et consommation de poissons dans le monde (2016) ;23-182-0
4;23;1;24.953;536.053;70.402;548.483;LTTextLineHorizontal;;23-181
5;23;2;24.953;536.053;70.402;548.483;LTTextBoxHorizontal;Tropique du Cancer ;23-181-0
6;23;1;20.041;430.143;73.445;442.74;LTTextLineHorizontal;;23-180
7;23;2;20.041;430.143;73.445;442.74;LTTextBoxHorizontal;T r o p i q u e d u C a p r i c o r n e ;23-180-0
8;23;1;285.24;342.482;344.899;356.342;LTTextBoxHorizontal;"172531_th1_ch1_15_peche 
172 x 95 mm ";23-179
9;23;1;553.447;47.52;564.567;57.52;LTTextLineHorizontal;;23-178
10;23;2;553.447;47.52;564.567;57.52;LTTextBoxHorizontal;55 ;23-178-0
11;23;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";23-177
12;23;2;15.0;837.047;653.622;852.047;LTFigure;"
        ";23-177-0
13;23;3;15.0;837.047;653.622;852.047;LTFigure;;23-177-0-0
14;23;1;77.187;364.762;564.246;632.953;LTRect;"
      ";23-176
15;23;2;77.187;364.762;564.246;632.953;LTRect;"
        ";23-176-0
16;23;3;245.381;619.602;346.857;627.602;LTTextLineHorizontal;;23-176-0-14
17;23;4;245.381;619.602;346.857;627.602;LTTextBoxHorizontal;OCÉAN GLACIAL ARCTIQUE ;23-176-0-14-0
18;23;3;197.742;565.354;246.374;584.138;LTTextBoxHorizontal;ROYAUME-UNI ;23-176-0-13
19;23;3;210.542;550.714;239.734;558.714;LTTextLineHorizontal;;23-176-0-12
20;23;4;210.542;550.714;239.734;558.714;LTTextBoxHorizontal;ESPAGNE ;23-176-0-12-0
21;23;3;176.469;510.122;202.598;518.122;LTTextLineHorizontal;;23-176-0-11
22;23;4;176.469;510.122;202.598;518.122;LTTextBoxHorizontal;OCÉAN ;23-176-0-11-0
23;23;3;165.857;498.122;213.218;506.122;LTTextLineHorizontal;;23-176-0-10
24;23;4;165.857;498.122;213.218;506.122;LTTextBoxHorizontal;ATLANTIQUE ;23-176-0-10-0
25;23;3;418.614;553.202;439.366;561.202;LTTextLineHorizontal;;23-176-0-9
26;23;4;418.614;553.202;439.366;561.202;LTTextBoxHorizontal;JAPON ;23-176-0-9-0
27;23;3;397.526;533.322;444.326;541.322;LTTextLineHorizontal;;23-176-0-8
28;23;4;397.526;533.322;444.326;541.322;LTTextBoxHorizontal;CORÉE DU SUD ;23-176-0-8-0
29;23;3;425.496;513.178;451.625;521.178;LTTextLineHorizontal;;23-176-0-7
30;23;4;425.496;513.178;451.625;521.178;LTTextBoxHorizontal;OCÉAN ;23-176-0-7-0
31;23;3;418.958;501.178;458.154;509.178;LTTextLineHorizontal;;23-176-0-6
32;23;4;418.958;501.178;458.154;509.178;LTTextBoxHorizontal;PACIFIQUE ;23-176-0-6-0
33;23;3;401.19;492.69;438.542;500.69;LTTextLineHorizontal;;23-176-0-5
34;23;4;401.19;492.69;438.542;500.69;LTTextBoxHorizontal;PHILIPPINES ;23-176-0-5-0
35;23;3;172.014;410.162;208.342;418.162;LTTextLineHorizontal;;23-176-0-4
36;23;4;172.014;410.162;208.342;418.162;LTTextBoxHorizontal;ARGENTINE ;23-176-0-4-0
37;23;3;84.243;371.533;136.457;388.831;LTTextBoxHorizontal;"Échelle à l'équateur 
2 000 km ";23-176-0-3
38;23;3;213.305;382.538;330.082;390.538;LTTextLineHorizontal;;23-176-0-2
39;23;4;213.305;382.538;330.082;390.538;LTTextBoxHorizontal;OCÉAN GLACIAL ANTARCTIQUE ;23-176-0-2-0
40;23;3;234.724;366.722;455.84;373.722;LTTextLineHorizontal;;23-176-0-1
41;23;4;234.724;366.722;455.84;373.722;LTTextBoxHorizontal;Source des données : FAO, La situation mondiale des pêches et de l’aquaculture, 2018. ;23-176-0-1-0
42;23;3;461.34;364.762;564.246;632.953;LTRect;"
          ";23-176-0-0
43;23;4;469.012;592.966;557.555;623.716;LTTextBoxHorizontal;"1. Consommation 
de poissons par habitant 
(en kg/an) ";23-176-0-0-11
44;23;4;501.272;576.363;532.632;584.363;LTTextLineHorizontal;;23-176-0-0-10
45;23;5;501.272;576.363;532.632;584.363;LTTextBoxHorizontal;Plus de 50 ;23-176-0-0-10-0
46;23;4;501.272;561.363;526.096;569.363;LTTextLineHorizontal;;23-176-0-0-9
47;23;5;501.272;561.363;526.096;569.363;LTTextBoxHorizontal;30 à 50 ;23-176-0-0-9-0
48;23;4;501.272;546.363;524.176;554.363;LTTextLineHorizontal;;23-176-0-0-8
49;23;5;501.272;546.363;524.176;554.363;LTTextBoxHorizontal;10 à 30 ;23-176-0-0-8-0
50;23;4;501.272;531.363;522.256;539.363;LTTextLineHorizontal;;23-176-0-0-7
51;23;5;501.272;531.363;522.256;539.363;LTTextBoxHorizontal;5 à 10 ;23-176-0-0-7-0
52;23;4;501.272;516.363;535.024;524.363;LTTextLineHorizontal;;23-176-0-0-6
53;23;5;501.272;516.363;535.024;524.363;LTTextBoxHorizontal;Moins de 5 ;23-176-0-0-6-0
54;23;4;469.012;464.466;554.3;505.216;LTTextBoxHorizontal;"2. Puissances 
halieutiques 
(en millions de tonnes 
de poissons pêchées par an) ";23-176-0-0-5
55;23;4;501.272;444.635;532.632;452.635;LTTextLineHorizontal;;23-176-0-0-4
56;23;5;501.272;444.635;532.632;452.635;LTTextBoxHorizontal;Plus de 15 ;23-176-0-0-4-0
57;23;4;501.272;422.635;530.4;430.635;LTTextLineHorizontal;;23-176-0-0-3
58;23;5;501.272;422.635;530.4;430.635;LTTextBoxHorizontal;De 5 à 15 ;23-176-0-0-3-0
59;23;4;501.272;405.635;516.496;413.635;LTTextLineHorizontal;;23-176-0-0-2
60;23;5;501.272;405.635;516.496;413.635;LTTextBoxHorizontal;2 à 5 ;23-176-0-0-2-0
61;23;4;501.272;388.131;516.496;396.131;LTTextLineHorizontal;;23-176-0-0-1
62;23;5;501.272;388.131;516.496;396.131;LTTextBoxHorizontal;1 à 2 ;23-176-0-0-1-0
63;23;4;501.272;373.635;535.024;381.635;LTTextLineHorizontal;;23-176-0-0-0
64;23;5;501.272;373.635;535.024;381.635;LTTextBoxHorizontal;Moins de 1 ;23-176-0-0-0-0
65;23;1;268.375;554.179;537.908;1106.844;LTFigure;;23-175
66;23;1;297.059;548.517;594.934;1092.442;LTFigure;"
      ";23-174
67;23;2;589.115;692.953;594.443;704.953;LTTextLineHorizontal;;23-174-3
68;23;3;589.115;692.953;594.443;704.953;LTTextBoxHorizontal;1 ;23-174-3-0
69;23;2;589.115;653.551;594.443;665.551;LTTextLineHorizontal;;23-174-2
70;23;3;589.115;653.551;594.443;665.551;LTTextBoxHorizontal;2 ;23-174-2-0
71;23;2;377.929;664.946;564.921;727.954;LTCurve;"
        ";23-174-1
72;23;3;385.016;670.035;553.968;721.723;LTTextBoxHorizontal;"◗◗ Aquaculture : élevage industriel de 
poissons, de coquillages, de crustacés, 
d’algues dans les eaux maritimes ou fluviales. 
◗◗ Puissance halieutique : pays qui dispose 
d’une importante économie de la pêche. ";23-174-1-0
73;23;2;509.118;636.292;564.496;654.603;LTCurve;"
        ";23-174-0
74;23;3;519.924;638.854;558.42;653.854;LTTextBoxHorizontal;"Carte 
interactive ";23-174-0-0
75;23;1;285.742;535.018;579.023;1065.511;LTFigure;;23-173
76;23;1;285.454;537.174;572.17;1067.646;LTFigure;;23-172
77;23;1;284.568;534.751;570.125;1065.51;LTFigure;;23-171
78;23;1;260.768;493.688;536.639;982.771;LTFigure;;23-170
79;23;1;278.769;491.336;560.08;974.408;LTFigure;;23-169
80;23;1;111.67;619.715;240.737;1210.373;LTFigure;;23-168
81;23;1;113.04;580.373;261.398;1151.862;LTFigure;;23-167
82;23;1;149.139;562.273;300.814;1122.204;LTFigure;;23-166
83;23;1;154.54;561.816;309.714;1122.76;LTFigure;;23-165
84;23;1;99.806;548.46;218.689;1082.15;LTFigure;;23-164
85;23;1;123.262;519.276;248.743;1036.866;LTFigure;;23-163
86;23;1;121.593;511.453;246.12;1019.933;LTFigure;;23-162
87;23;1;123.806;512.273;253.857;1020.642;LTFigure;;23-161
88;23;1;125.471;506.039;254.105;1010.324;LTFigure;;23-160
89;23;1;128.529;502.451;258.044;1002.478;LTFigure;;23-159
90;23;1;141.536;505.889;291.303;991.858;LTFigure;;23-158
91;23;1;171.208;440.834;349.94;866.844;LTFigure;;23-157
92;23;1;140.524;493.175;311.09;957.909;LTFigure;;23-156
93;23;1;146.444;519.988;293.814;1037.133;LTFigure;;23-155
94;23;1;156.669;499.62;316.204;992.426;LTFigure;;23-154
95;23;1;171.208;432.221;344.477;857.775;LTFigure;;23-153
96;23;1;154.042;444.351;329.586;837.685;LTFigure;;23-152
97;23;1;131.167;484.536;276.492;959.582;LTFigure;;23-151
98;23;1;133.143;486.729;271.291;970.943;LTFigure;;23-150
99;23;1;165.862;494.324;332.87;982.241;LTFigure;;23-149
100;23;1;161.257;494.662;323.895;982.249;LTFigure;;23-148
101;23;1;175.813;392.964;354.065;782.297;LTFigure;;23-147
102;23;1;273.158;535.307;547.373;1055.362;LTFigure;;23-146
103;23;1;218.61;525.376;454.173;1034.187;LTFigure;;23-145
104;23;1;221.344;509.1;446.211;1014.087;LTFigure;;23-144
105;23;1;221.924;501.364;447.384;999.713;LTFigure;;23-143
106;23;1;224.329;509.026;464.902;1010.06;LTFigure;;23-142
107;23;1;218.232;507.587;440.44;1013.569;LTFigure;;23-141
108;23;1;228.418;501.881;457.838;999.691;LTFigure;;23-140
109;23;1;231.942;501.881;468.552;994.833;LTFigure;;23-139
110;23;1;235.949;503.889;478.464;1004.657;LTFigure;;23-138
111;23;1;239.609;502.7;480.336;997.087;LTFigure;;23-137
112;23;1;240.977;502.845;483.216;997.571;LTFigure;;23-136
113;23;1;243.078;504.233;487.846;999.439;LTFigure;;23-135
114;23;1;250.683;506.973;509.697;999.251;LTFigure;;23-134
115;23;1;252.533;506.287;513.523;993.875;LTFigure;;23-133
116;23;1;260.066;502.899;530.333;999.53;LTFigure;;23-132
117;23;1;252.267;488.484;507.0;974.637;LTFigure;;23-131
118;23;1;254.1;488.63;513.317;967.383;LTFigure;;23-130
119;23;1;255.247;491.217;519.218;967.952;LTFigure;;23-129
120;23;1;280.152;483.464;560.687;964.882;LTFigure;;23-128
121;23;1;278.039;483.324;557.133;964.308;LTFigure;;23-127
122;23;1;285.131;468.466;578.125;935.268;LTFigure;;23-126
