;page;depth;xmin;ymin;xmax;ymax;type;text;id
31;29;4;413.657;126.809;557.585;134.809;LTTextBoxHorizontal;Espaces productifs intégrés à la mondialisation ;29-5-1-3-0
32;29;3;413.657;111.313;464.449;119.313;LTTextLineHorizontal;;29-5-1-2
33;29;4;413.657;111.313;464.449;119.313;LTTextBoxHorizontal;Principaux ports ;29-5-1-2-0
34;29;3;413.657;95.817;497.345;103.817;LTTextLineHorizontal;;29-5-1-1
35;29;4;413.657;95.817;497.345;103.817;LTTextBoxHorizontal;Pays de construction navale ;29-5-1-1-0
36;29;3;413.657;80.321;485.201;88.321;LTTextLineHorizontal;;29-5-1-0
37;29;4;413.657;80.321;485.201;88.321;LTTextBoxHorizontal;Paradis ﬁscaux offshore ;29-5-1-0-0
38;29;2;65.423;71.943;564.104;439.947;LTRect;"
        ";29-5-0
39;29;3;325.32;415.971;400.901;424.971;LTTextLineHorizontal;;29-5-0-3
40;29;4;325.32;415.971;400.901;424.971;LTTextBoxHorizontal;OCÉAN PACIFIQUE ;29-5-0-3-0
41;29;3;323.57;229.818;352.64;250.815;LTTextBoxHorizontal;"OCÉAN 
INDIEN ";29-5-0-2
42;29;3;78.118;250.556;353.35;419.126;LTCurve;"
          ";29-5-0-1
43;29;4;183.642;351.81;223.932;372.807;LTTextBoxHorizontal;"OCÉAN 
ARCTIQUE ";29-5-0-1-3
44;29;4;115.254;335.916;158.241;356.913;LTTextBoxHorizontal;"AMÉRIQUE 
DU NORD ";29-5-0-1-2
45;29;4;221.413;284.805;252.833;293.805;LTTextLineHorizontal;;29-5-0-1-1
46;29;5;221.413;284.805;252.833;293.805;LTTextBoxHorizontal;EUROPE ;29-5-0-1-1-0
47;29;4;123.848;251.874;176.401;272.871;LTTextBoxHorizontal;"OCÉAN 
ATLANTIQUE ";29-5-0-1-0
48;29;3;82.902;141.374;190.592;409.461;LTCurve;"
          ";29-5-0-0
49;29;4;92.339;190.845;135.326;211.842;LTTextBoxHorizontal;"AMÉRIQUE 
DU SUD ";29-5-0-0-0
50;29;1;442.181;610.999;565.488;758.399;LTCurve;"
      ";29-4
51;29;2;449.268;712.383;543.992;750.779;LTTextBoxHorizontal;"Répartition du transport 
maritime international 
par aire géographique 
En % ";29-4-5
52;29;2;487.376;699.937;510.36;707.937;LTTextLineHorizontal;;29-4-4
53;29;3;487.376;699.937;510.36;707.937;LTTextBoxHorizontal;Europe ;29-4-4-0
54;29;2;458.742;689.166;487.79;707.937;LTTextBoxHorizontal;"Asie 
Océanie ";29-4-3
55;29;2;525.425;689.166;559.081;707.937;LTTextBoxHorizontal;"Amériques 
Afrique ";29-4-2
56;29;2;484.267;621.784;558.402;627.284;LTTextLineHorizontal;;29-4-1
57;29;3;484.267;621.784;558.402;627.284;LTTextBoxHorizontal;Source : UNCTAD, Review of ;29-4-1-0
58;29;2;490.845;615.184;558.402;620.684;LTTextLineHorizontal;;29-4-0
59;29;3;490.845;615.184;558.402;620.684;LTTextBoxHorizontal;Maritime Transport, 2018. ;29-4-0-0
60;29;1;484.267;627.95;1043.143;1243.134;LTFigure;;29-3
61;29;1;333.584;48.442;537.64;56.586;LTTextLineHorizontal;;29-2
62;29;2;333.584;48.442;537.64;56.586;LTTextBoxHorizontal;CHAPITRE 1 Mers et océans : au cœur de la mondialisation ;29-2-0
63;29;1;507.723;434.323;558.849;452.634;LTCurve;"
      ";29-1
64;29;2;518.529;436.885;552.753;451.885;LTTextBoxHorizontal;"Exercice 
interactif ";29-1-0
65;29;1;495.945;434.919;515.057;454.664;LTCurve;;29-0
