;page;depth;xmin;ymin;xmax;ymax;type;text;id
90;27;4;276.878;600.555;299.102;608.555;LTTextLineHorizontal;;27-1-1-2-3
91;27;5;276.878;600.555;299.102;608.555;LTTextBoxHorizontal;JAPON ;27-1-1-2-3-0
92;27;4;183.43;544.057;206.99;552.057;LTTextLineHorizontal;;27-1-1-2-2
93;27;5;183.43;544.057;206.99;552.057;LTTextBoxHorizontal;RUSSIE ;27-1-1-2-2-0
94;27;4;354.172;439.562;392.548;448.562;LTTextLineHorizontal;;27-1-1-2-1
95;27;5;354.172;439.562;392.548;448.562;LTTextBoxHorizontal;INDONÉSIE ;27-1-1-2-1-0
96;27;4;185.693;441.343;206.332;470.447;LTCurve;;27-1-1-2-0
97;27;3;252.532;144.893;532.72;274.958;LTFigure;"
          ";27-1-1-1
98;27;4;252.532;144.893;532.72;274.958;LTFigure;;27-1-1-1-0
99;27;3;250.365;161.536;529.426;308.548;LTFigure;;27-1-1-0
100;27;2;-307.894;180.324;559.966;699.757;LTCurve;"
        ";27-1-0
101;27;3;-231.723;203.804;503.647;695.882;LTCurve;"
          ";27-1-0-0
102;27;4;-163.198;604.28;-133.462;612.28;LTTextLineHorizontal;;27-1-0-0-5
103;27;5;-163.198;604.28;-133.462;612.28;LTTextBoxHorizontal;OCÉAN ;27-1-0-0-5-0
104;27;4;-168.654;592.488;-128.006;600.488;LTTextLineHorizontal;;27-1-0-0-4
105;27;5;-168.654;592.488;-128.006;600.488;LTTextBoxHorizontal;PACIFIQUE ;27-1-0-0-4-0
106;27;4;-185.539;489.104;-157.243;497.776;LTTextLineHorizontal;;27-1-0-0-3
107;27;5;-185.539;489.104;-157.243;497.776;LTTextBoxHorizontal;IIIe ﬂotte ;27-1-0-0-3-0
108;27;4;-20.216;267.792;8.443;276.464;LTTextLineHorizontal;;27-1-0-0-2
109;27;5;-20.216;267.792;8.443;276.464;LTTextBoxHorizontal;IVe ﬂotte ;27-1-0-0-2-0
110;27;4;-19.896;258.207;37.436;486.291;LTFigure;"
            ";27-1-0-0-1
111;27;5;-19.896;258.207;37.436;486.291;LTFigure;;27-1-0-0-1-0
112;27;4;-160.045;292.518;132.893;685.125;LTCurve;"
            ";27-1-0-0-0
113;27;5;-88.71;532.079;-55.527;541.079;LTTextLineHorizontal;;27-1-0-0-0-5
114;27;6;-88.71;532.079;-55.527;541.079;LTTextBoxHorizontal;MEXIQUE ;27-1-0-0-0-5-0
115;27;5;-124.494;479.448;-95.75;487.448;LTTextLineHorizontal;;27-1-0-0-0-4
116;27;6;-124.494;479.448;-95.75;487.448;LTTextBoxHorizontal;PANAMA ;27-1-0-0-0-4-0
117;27;5;-34.102;501.784;-1.806;509.784;LTTextLineHorizontal;;27-1-0-0-0-3
118;27;6;-34.102;501.784;-1.806;509.784;LTTextBoxHorizontal;BAHAMAS ;27-1-0-0-0-3-0
119;27;5;-16.242;491.088;9.91;499.76;LTTextLineHorizontal;;27-1-0-0-0-2
120;27;6;-16.242;491.088;9.91;499.76;LTTextBoxHorizontal;IIe ﬂotte ;27-1-0-0-0-2-0
121;27;5;-27.742;416.232;21.874;436.024;LTTextBoxHorizontal;"OCÉAN 
ATLANTIQUE ";27-1-0-0-0-1
122;27;5;-59.642;520.107;20.952;640.732;LTCurve;"
              ";27-1-0-0-0-0
123;27;6;-36.01;586.728;-2.603;597.728;LTTextLineHorizontal;;27-1-0-0-0-0-4
124;27;7;-36.01;586.728;-2.603;597.728;LTTextBoxHorizontal;ÉTATS- ;27-1-0-0-0-0-4-0
125;27;6;-31.027;574.727;-7.597;585.727;LTTextLineHorizontal;;27-1-0-0-0-0-3
126;27;7;-31.027;574.727;-7.597;585.727;LTTextBoxHorizontal;UNIS ;27-1-0-0-0-0-3-0
127;27;6;-14.688;547.997;18.809;588.044;LTCurve;"
                ";27-1-0-0-0-0-2
128;27;7;-14.688;547.997;18.809;588.044;LTCurve;"
                  ";27-1-0-0-0-0-2-0
129;27;8;-14.688;547.997;18.809;588.044;LTCurve;;27-1-0-0-0-0-2-0-0
130;27;6;-25.85;546.109;11.608;577.939;LTCurve;;27-1-0-0-0-0-1
131;27;6;-21.287;538.43;13.387;573.512;LTCurve;;27-1-0-0-0-0-0
132;27;1;333.584;48.442;537.64;56.586;LTTextLineHorizontal;;27-0
133;27;2;333.584;48.442;537.64;56.586;LTTextBoxHorizontal;CHAPITRE 1 Mers et océans : au cœur de la mondialisation ;27-0-0
